SummaryLevel,StateCode,CountyCode,CountySubdivisionCode,PlaceCode,ConsolidtatedCityCode,Area Name,STATE,AGE_ADJUSTED_RATE,COUNT,POPULATION,County,County Name,lat,lng,Ratings,State_County_x,State_ID_x,County_ID_x,population size,median age,median household income,NeverMarried Unemployed Male,NeverMarried Unemployed Female,Unemployed Male below line,Unemployed Female below line,4.00 of poverty threshold 65 years and over No health insurance coverage,MEDIAN HOUSEHOLD INCOME Living Alone 65 and over,MEDIAN HOUSEHOLD INCOME Not Living Alone 65 and over,Male Living alone,Female Living alone,Per Capita Income,Poverty Count,Total No Computer,County_State,County_Name,State,State_County_y,State_ID_y,County_ID_y,MUA/P,Never Married Percentage,Unemployed Below Line,No Insurance Over 65 Below Line,Living Alone Percentage,Income,Poverty,No Computer
50,1,41,0,0,0,Crenshaw County,AL,211.1,198,69353, Crenshaw County (01041), Crenshaw County ,31.6671872,-86.3376761,2.111,1041,1,41,13866,41.4,38937,134,103,87,59,0,16591,-666666666,628,963,21580,2399,2845,"Crenshaw County, Alabama",Crenshaw County, Alabama,01> county:041,1,41,01041,0.017092168,0.010529352,0,0.114741093,3.8937,0.173013126,0.205178134
50,1,43,0,0,0,Cullman County,AL,178.2,964,408811, Cullman County (01043), Cullman County ,34.2011537,-86.8220341,1.782,1043,1,43,81703,40.6,40997,561,333,317,386,0,20381,28393,3538,5023,21857,13157,12263,"Cullman County, Alabama",Cullman County, Alabama,01> county:043,1,43,01043,0.010942071,0.008604335,0,0.104781954,4.0997,0.161034479,0.150092408
50,1,45,0,0,0,Dale County,AL,179.2,540,247093, Dale County (01045), Dale County ,31.4645298,-85.684578,1.792,1045,1,45,49393,37.1,44711,605,619,416,427,0,25893,-666666666,2265,2965,23194,9441,6765,"Dale County, Alabama",Dale County, Alabama,01> county:045,1,45,01045,0.024780839,0.017067196,0,0.105885449,4.4711,0.191140445,0.136962728
50,1,47,0,0,0,Dallas County,AL,209.8,531,203820, Dallas County (01047), Dallas County ,32.2332138,-87.1422895,2.098,1047,1,47,40755,39.3,30065,872,918,516,601,0,23608,50893,2626,2984,18248,12795,9656,"Dallas County, Alabama",Dallas County, Alabama,01> county:047,1,47,01047,0.043920991,0.02740768,0,0.137651822,3.0065,0.313949209,0.236927984
50,1,49,0,0,0,DeKalb County,AL,160.2,701,355527, DeKalb County (01049), DeKalb County ,34.5211397,-85.684578,1.602,1049,1,49,71194,39,38842,458,131,235,287,3,17724,30729,3413,3438,20020,15115,13283,"DeKalb County, Alabama",DeKalb County, Alabama,01> county:049,1,49,01049,0.008273169,0.007332079,4.21E-05,0.096230019,3.8842,0.212307217,0.186574711
50,1,51,0,0,0,Elmore County,AL,179.7,791,404740, Elmore County (01051), Elmore County ,32.5647083,-86.0121573,1.797,1051,1,51,80989,38.5,54981,755,762,391,465,0,25393,-666666666,3192,4189,26251,10299,6847,"Elmore County, Alabama",Elmore County, Alabama,01> county:051,1,51,01051,0.018730939,0.010569337,0,0.091135833,5.4981,0.127165418,0.084542345
50,1,53,0,0,0,Escambia County,AL,199.4,488,187653, Escambia County (01053), Escambia County ,31.1394734,-87.1422895,1.994,1053,1,53,37621,39.6,35026,672,543,397,576,0,17949,-666666666,1927,2446,18164,8281,10009,"Escambia County, Alabama",Escambia County, Alabama,01> county:053,1,53,01053,0.032295792,0.025863215,0,0.116238271,3.5026,0.220116424,0.266048218
50,1,55,0,0,0,Etowah County,AL,188.6,1300,516079, Etowah County (01055), Etowah County ,34.0455341,-86.0529604,1.886,1055,1,55,103132,40.9,42064,1062,640,615,743,0,25231,61875,4988,6343,22278,18166,13767,"Etowah County, Alabama",Etowah County, Alabama,01> county:055,1,55,01055,0.016503122,0.013167591,0,0.109868906,4.2064,0.176143195,0.133489121
50,1,57,0,0,0,Fayette County,AL,204.9,251,83309, Fayette County (01057), Fayette County ,33.6871392,-87.7763333,2.049,1057,1,57,16657,43.6,36541,159,144,100,91,0,19167,-666666666,762,1124,21191,2967,3189,"Fayette County, Alabama",Fayette County, Alabama,01> county:057,1,57,01057,0.018190551,0.011466651,0,0.113225671,3.6541,0.178123312,0.191451042
50,1,59,0,0,0,Franklin County,AL,170.6,331,157898, Franklin County (01059), Franklin County ,34.3967457,-87.6186379,1.706,1059,1,59,31507,37.7,39501,423,178,187,275,0,17097,44293,1461,1689,19314,7175,5812,"Franklin County, Alabama",Franklin County, Alabama,01> county:059,1,59,01059,0.019075126,0.014663408,0,0.099977783,3.9501,0.227727172,0.184466944
50,1,61,0,0,0,Geneva County,AL,182.2,349,132823, Geneva County (01061), Geneva County ,31.0990456,-85.684578,1.822,1061,1,61,26572,42.7,39293,381,96,286,230,10,19178,-666666666,1270,1416,21084,5903,4054,"Geneva County, Alabama",Geneva County, Alabama,01> county:061,1,61,01061,0.017951227,0.019418937,0.000376336,0.101083848,3.9293,0.222151137,0.152566611
50,1,63,0,0,0,Greene County,AL,156.8,97,42644, Greene County (01063), Greene County ,32.9718107,-87.9334803,1.568,1063,1,63,8533,42,20954,99,80,95,83,0,14307,-666666666,410,707,14197,3293,2954,"Greene County, Alabama",Greene County, Alabama,01> county:063,1,63,01063,0.020977382,0.02086019,0,0.130903551,2.0954,0.385913512,0.346185398
50,1,65,0,0,0,Hale County,AL,183.7,183,74956, Hale County (01065), Hale County ,32.7859102,-87.6186379,1.837,1065,1,65,14995,39.8,34679,307,208,115,173,0,35513,42750,766,1063,20269,3852,4171,"Hale County, Alabama",Hale County, Alabama,01> county:065,1,65,01065,0.034344782,0.019206402,0,0.121973991,3.4679,0.256885629,0.278159386
50,1,67,0,0,0,Henry County,AL,188.5,241,85543, Henry County (01067), Henry County ,31.4469377,-85.1894045,1.885,1067,1,67,17110,43.5,45569,212,38,54,42,0,20603,63393,948,1064,23983,2310,2799,"Henry County, Alabama",Henry County, Alabama,01> county:067,1,67,01067,0.014611338,0.005610754,0,0.117592051,4.5569,0.135008767,0.163588545
50,1,69,0,0,0,Houston County,AL,176.6,1161,520674, Houston County (01069), Houston County ,31.1318686,-85.3136218,1.766,1069,1,69,104108,39.6,42803,1245,789,540,740,15,24730,34375,5183,6781,24781,19030,18500,"Houston County, Alabama",Houston County, Alabama,01> county:069,1,69,01069,0.019537403,0.012294925,0.000144081,0.114919122,4.2803,0.182790948,0.177700081
50,1,71,0,0,0,Jackson County,AL,200.5,727,261693, Jackson County (01071), Jackson County ,34.7090388,-86.0121573,2.005,1071,1,71,52326,43,39281,376,294,290,205,0,19125,31336,2675,3047,20946,9827,9193,"Jackson County, Alabama",Jackson County, Alabama,01> county:071,1,71,01071,0.012804342,0.009459924,0,0.109352903,3.9281,0.187803386,0.175687039
50,1,73,0,0,0,Jefferson County,AL,179.1,6943,3299356, Jefferson County (01073), Jefferson County ,33.4914122,-86.9824288,1.791,1073,1,73,659460,37.6,49321,7851,7565,4351,5823,143,26100,45409,34899,47834,29456,113368,69992,"Jefferson County, Alabama",Jefferson County, Alabama,01> county:073,1,73,01073,0.023376702,0.015427774,0.000216844,0.125455676,4.9321,0.171910351,0.106135323
50,1,75,0,0,0,Lamar County,AL,193.5,207,70031, Lamar County (01075), Lamar County ,33.6923649,-88.0900762,1.935,1075,1,75,14021,44.5,36016,74,136,43,164,0,20694,-666666666,876,981,21152,3191,2651,"Lamar County, Alabama",Lamar County, Alabama,01> county:075,1,75,01075,0.014977534,0.014763569,0,0.132444191,3.6016,0.227587191,0.189073533
50,1,77,0,0,0,Lauderdale County,AL,164.8,1063,463244, Lauderdale County (01077), Lauderdale County ,34.8840876,-87.658113,1.648,1077,1,77,92590,41.5,44888,643,534,344,481,0,30557,78432,4848,7113,25803,14701,13727,"Lauderdale County, Alabama",Lauderdale County, Alabama,01> county:077,1,77,01077,0.012711956,0.008910249,0,0.129182417,4.4888,0.158775246,0.148255751
50,1,79,0,0,0,Lawrence County,AL,187.9,410,166473, Lawrence County (01079), Lawrence County ,34.567428,-87.3016132,1.879,1079,1,79,33288,42,43779,358,126,149,145,0,18878,-666666666,1432,2035,22419,5490,5894,"Lawrence County, Alabama",Lawrence County, Alabama,01> county:079,1,79,01079,0.014539774,0.008832012,0,0.104151646,4.3779,0.164924297,0.177060803
50,1,81,0,0,0,Lee County,AL,194.2,1298,784323, Lee County (01081), Lee County ,32.5888702,-85.3962769,1.942,1081,1,81,156597,31,47564,1521,1240,949,1078,0,25625,-666666666,8088,8088,26170,33132,12352,"Lee County, Alabama",Lee County, Alabama,01> county:081,1,81,01081,0.017631245,0.012944054,0,0.103296998,4.7564,0.211574934,0.078877629
50,1,83,0,0,0,Limestone County,AL,153,793,457994, Limestone County (01083), Limestone County ,34.7800072,-86.9423801,1.53,1083,1,83,91695,39.1,52831,919,551,330,471,0,31250,51250,3628,4860,26685,13138,10352,"Limestone County, Alabama",Limestone County, Alabama,01> county:083,1,83,01083,0.016031408,0.008735482,0,0.092567752,5.2831,0.14327935,0.112896014
50,1,85,0,0,0,Lowndes County,AL,201.2,139,51873, Lowndes County (01085), Lowndes County ,32.221464,-86.6611083,2.012,1085,1,85,10362,40.7,29785,193,174,69,145,0,16250,-666666666,532,686,18976,3095,3192,"Lowndes County, Alabama",Lowndes County, Alabama,01> county:085,1,85,01085,0.035417873,0.020652384,0,0.117544876,2.9785,0.298687512,0.308048639
50,1,87,0,0,0,Macon County,AL,196.3,251,96855, Macon County (01087), Macon County ,32.3731182,-85.684578,1.963,1087,1,87,19358,38,32308,453,462,263,179,0,16518,41500,1259,1596,19564,4380,3826,"Macon County, Alabama",Macon County, Alabama,01> county:087,1,87,01087,0.04726728,0.022832937,0,0.147484244,3.2308,0.226263044,0.197644385
50,1,89,0,0,0,Madison County,AL,156.2,3104,1767915, Madison County (01089), Madison County ,34.7239731,-86.4996546,1.562,1089,1,89,353213,38.2,61318,3352,2736,1630,2369,46,33254,38977,20355,23083,34232,46925,25309,"Madison County, Alabama",Madison County, Alabama,01> county:089,1,89,01089,0.017236059,0.01132178,0.000130233,0.122979619,6.1318,0.132851849,0.071653648
50,1,91,0,0,0,Marengo County,AL,186.2,253,98736, Marengo County (01091), Marengo County ,32.2459085,-87.7763333,1.862,1091,1,91,19743,42.1,32255,452,336,291,184,0,13646,-666666666,1414,1724,22996,5000,4776,"Marengo County, Alabama",Marengo County, Alabama,01> county:091,1,91,01091,0.039912881,0.02405916,0,0.15894241,3.2255,0.253254318,0.241908525
50,1,93,0,0,0,Marion County,AL,186.6,416,150288, Marion County (01093), Marion County ,34.0441174,-87.7763333,1.866,1093,1,93,30058,44.1,35719,266,81,205,126,0,13171,-666666666,1448,1919,21835,5175,4431,"Marion County, Alabama",Marion County, Alabama,01> county:093,1,93,01093,0.011544348,0.011012043,0,0.112016768,3.5719,0.172167144,0.147414998
50,1,95,0,0,0,Marshall County,AL,180.7,1057,473985, Marshall County (01095), Marshall County ,34.3652297,-86.3376761,1.807,1095,1,95,94738,38.8,41104,737,369,461,368,10,27377,38804,3887,5321,22710,19654,14283,"Marshall County, Alabama",Marshall County, Alabama,01> county:095,1,95,01095,0.011674302,0.008750449,0.000105554,0.097194368,4.1104,0.207456353,0.150763157
50,1,97,0,0,0,Mobile County,AL,183.7,4458,2073749, Mobile County (01097), Mobile County ,30.6082227,-88.2461183,1.837,1097,1,97,414328,37.3,45802,4802,3642,2135,3001,133,26069,50097,19418,25311,24347,78256,62089,"Mobile County, Alabama",Mobile County, Alabama,01> county:097,1,97,01097,0.020379989,0.012395976,0.000321002,0.107955533,4.5802,0.188874515,0.149854704
50,1,99,0,0,0,Monroe County,AL,171,262,108662, Monroe County (01099), Monroe County ,31.5119068,-87.460397,1.71,1099,1,99,21745,41.7,26036,660,470,546,678,15,14208,-666666666,1304,1627,17264,7249,8567,"Monroe County, Alabama",Monroe County, Alabama,01> county:099,1,99,01099,0.051965969,0.056288802,0.000689814,0.134789607,2.6036,0.333363992,0.393975627
50,1,101,0,0,0,Montgomery County,AL,172.8,2164,1137114, Montgomery County (01101), Montgomery County ,32.2077447,-86.1751759,1.728,1101,1,101,227120,35.9,46545,3347,2519,1705,2114,11,27660,31302,12534,16747,26712,45863,25716,"Montgomery County, Alabama",Montgomery County, Alabama,01> county:101,1,101,01101,0.025827756,0.0168149,4.84E-05,0.128923036,4.6545,0.201932899,0.113226488
50,1,103,0,0,0,Morgan County,AL,173.1,1297,596094, Morgan County (01103), Morgan County ,34.4240875,-86.8621827,1.731,1103,1,103,119157,40.1,47529,993,752,389,787,0,25464,57167,5782,6960,25013,19448,13985,"Morgan County, Alabama",Morgan County, Alabama,01> county:103,1,103,01103,0.014644545,0.009869332,0,0.106934549,4.7529,0.16321324,0.117366164
50,1,105,0,0,0,Perry County,AL,178.3,113,48294, Perry County (01105), Perry County ,32.598888,-87.3016132,1.783,1105,1,105,9680,37.6,22973,89,203,76,122,0,9683,-666666666,435,767,13449,3706,2443,"Perry County, Alabama",Perry County, Alabama,01> county:105,1,105,01105,0.030165289,0.020454545,0,0.124173554,2.2973,0.38285124,0.252376033
50,1,107,0,0,0,Pickens County,AL,152.8,214,100855, Pickens County (01107), Pickens County ,33.3339954,-88.0900762,1.528,1107,1,107,20170,42.1,36220,430,251,173,218,0,18031,-666666666,1134,1453,20089,4340,3643,"Pickens County, Alabama",Pickens County, Alabama,01> county:107,1,107,01107,0.033763014,0.019385226,0,0.128259792,3.622,0.215171046,0.180614774
50,1,109,0,0,0,Pike County,AL,194.8,343,167388, Pike County (01109), Pike County ,31.8395163,-86.0121573,1.948,1109,1,109,33287,31.4,35684,371,686,252,398,0,22694,-666666666,2010,1964,20808,8224,7632,"Pike County, Alabama",Pike County, Alabama,01> county:109,1,109,01109,0.031754138,0.019527143,0,0.119385946,3.5684,0.247063418,0.229278697
50,1,111,0,0,0,Randolph County,AL,181.9,293,112692, Randolph County (01111), Randolph County ,33.2681523,-85.520024,1.819,1111,1,111,22530,42.7,39485,142,131,155,45,0,14846,-666666666,1217,1239,20983,4102,3507,"Randolph County, Alabama",Randolph County, Alabama,01> county:111,1,111,01111,0.012117177,0.008877053,0,0.109010209,3.9485,0.182068353,0.155659121
50,1,113,0,0,0,Russell County,AL,199.8,614,292417, Russell County (01113), Russell County ,32.3552497,-85.1894045,1.998,1113,1,113,58480,35.3,38988,637,673,438,428,13,18214,-666666666,3160,3928,21279,12024,8191,"Russell County, Alabama",Russell County, Alabama,01> county:113,1,113,01113,0.022400821,0.014808482,0.000222298,0.12120383,3.8988,0.205608755,0.140064979
50,1,115,0,0,0,St. Clair County,AL,183.6,940,433645, St. Clair County (01115), St. Clair County ,33.6530112,-86.3376761,1.836,1115,1,115,86937,40.1,53483,638,385,414,390,0,23065,-666666666,3587,4237,24686,11656,8609,"St. Clair County, Alabama",St. Clair County, Alabama,01> county:115,1,115,01115,0.011767142,0.009248076,0,0.089996204,5.3483,0.1340741,0.099025731
50,1,117,0,0,0,Shelby County,AL,132.6,1468,1044707, Shelby County (01117), Shelby County ,33.3039292,-86.6611083,1.326,1117,1,117,208721,38.5,74063,1311,1038,498,572,35,34939,75667,7403,11384,35330,17127,10114,"Shelby County, Alabama",Shelby County, Alabama,01> county:117,1,117,01117,0.011254258,0.005126461,0.000167688,0.090010109,7.4063,0.082056909,0.048457031
50,1,119,0,0,0,Sumter County,AL,168.2,140,65631, Sumter County (01119), Sumter County ,32.6155551,-88.2461183,1.682,1119,1,119,13084,35.9,21663,173,314,197,273,0,12308,-666666666,783,1301,14739,4398,3358,"Sumter County, Alabama",Sumter County, Alabama,01> county:119,1,119,01119,0.037221033,0.035921736,0,0.159278508,2.1663,0.336135738,0.256649343
50,1,121,0,0,0,Talladega County,AL,189.4,976,404508, Talladega County (01121), Talladega County ,33.4231716,-86.1344697,1.894,1121,1,121,80888,40.6,39219,1121,853,603,699,2,20125,51125,4617,4595,21382,14946,11526,"Talladega County, Alabama",Talladega County, Alabama,01> county:121,1,121,01121,0.024404114,0.016096331,2.47E-05,0.113885867,3.9219,0.184774009,0.142493324
50,1,123,0,0,0,Tallapoosa County,AL,188.5,548,203709, Tallapoosa County (01123), Tallapoosa County ,32.9201244,-85.8486236,1.885,1123,1,123,40756,43.3,42181,655,341,303,265,0,23309,40486,1840,2660,22430,8532,6620,"Tallapoosa County, Alabama",Tallapoosa County, Alabama,01> county:123,1,123,01123,0.02443812,0.013936598,0,0.110413191,4.2181,0.20934341,0.162430072
50,1,125,0,0,0,Tuscaloosa County,AL,161.9,1617,1023240, Tuscaloosa County (01125), Tuscaloosa County ,33.3227653,-87.460397,1.619,1125,1,125,204424,32.3,50513,2359,1969,1067,1166,297,24776,70547,8553,11117,24895,33597,22437,"Tuscaloosa County, Alabama",Tuscaloosa County, Alabama,01> county:125,1,125,01125,0.021171682,0.010923375,0.001452863,0.096221579,5.0513,0.164349587,0.109757171
50,1,127,0,0,0,Walker County,AL,219.3,971,324520, Walker County (01127), Walker County ,33.8563605,-87.3016132,2.193,1127,1,127,64927,42.3,38872,639,697,535,688,0,22394,24844,2709,3631,21217,13754,10279,"Walker County, Alabama",Walker County, Alabama,01> county:127,1,127,01127,0.020576956,0.018836539,0,0.097648128,3.8872,0.21183791,0.158316263
50,1,129,0,0,0,Washington County,AL,212.8,232,83735, Washington County (01129), Washington County ,31.3422346,-88.2461183,2.128,1129,1,129,16746,43.5,42185,166,142,138,97,0,10547,-666666666,753,772,23239,3644,2766,"Washington County, Alabama",Washington County, Alabama,01> county:129,1,129,01129,0.018392452,0.014033202,0,0.091066523,4.2185,0.217604204,0.165173773
50,1,131,0,0,0,Wilcox County,AL,205,149,54571, Wilcox County (01131), Wilcox County ,32.0105439,-87.3413599,2.05,1131,1,131,10919,40.5,27012,302,162,160,201,0,12578,-666666666,608,765,15774,3371,2752,"Wilcox County, Alabama",Wilcox County, Alabama,01> county:131,1,131,01131,0.042494734,0.033061636,0,0.125744116,2.7012,0.308727905,0.252037732
50,1,133,0,0,0,Winston County,AL,159.7,285,119903, Winston County (01133), Winston County ,34.1690087,-87.3413599,1.597,1133,1,133,23968,44.6,35362,193,261,114,190,0,23716,-666666666,1173,1647,20580,4395,4935,"Winston County, Alabama",Winston County, Alabama,01> county:133,1,133,01133,0.018941923,0.012683578,0,0.117656876,3.5362,0.183369493,0.205899533
50,2,16,0,0,0,Aleutians West Census Area,AK,174.5,23,28804, Aleutians West Census Area (02016) - 1994+, Aleutians West Census Area ,52.3232697,-174.1596072,1.745,2016,2,16,5784,37.7,85192,35,27,3,7,6,29375,-666666666,266,109,35998,419,193,"Aleutians West Census Area, Alaska",Aleutians West Census Area, Alaska,02> county:016,2,16,02016,0.010719225,0.001728907,0.001037344,0.064834025,8.5192,0.072441217,0.033367911
50,2,20,0,0,0,Anchorage Municipality,AK,152.2,1824,1490175, Anchorage Municipality (02020) - 1990+, Anchorage Municipality ,61.2180556,-149.9002778,1.522,2020,2,20,298225,33.1,82271,2996,1616,1191,883,183,38859,64309,13967,12082,38977,23510,9427,"Anchorage Municipality, Alaska",Anchorage Municipality, Alaska,02> county:020,2,20,02020,0.015464834,0.006954481,0.000613631,0.087346802,8.2271,0.078833096,0.031610361
50,2,50,0,0,0,Bethel Census Area,AK,185.5,89,89833, Bethel Census Area (02050) - 1990+, Bethel Census Area ,61.093446,-160.8640773,1.855,2050,2,50,17957,26.9,53853,549,302,406,251,16,39375,-666666666,509,309,18654,4705,2238,"Bethel Census Area, Alaska",Bethel Census Area, Alaska,02> county:050,2,50,02050,0.04739099,0.036587403,0.000891017,0.045553266,5.3853,0.262014813,0.124631063
